SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,Remark
2194,4,W41709604454553-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31363382,76.4981474,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2195,4,W41709604457451-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31389169,76.49824027,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2196,4,W41709604457979-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31384391,76.49824966,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2197,4,W41709604458546-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31384992,76.49821647,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2198,4,W41709604471440-akK0O,Subabul Tree,Leucaena leucocephala,19.3138629,76.49837002,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2199,4,W41709604471915-akK0O,Subabul Tree,Leucaena leucocephala,19.31377525,76.49837874,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2200,4,W41709604472562-akK0O,Subabul Tree,Leucaena leucocephala,19.31381449,76.49836164,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2201,4,W41709604473428-akK0O,Subabul Tree,Leucaena leucocephala,19.3137221,76.49851218,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2202,4,W41709604473971-akK0O,Subabul Tree,Leucaena leucocephala,19.31370912,76.49857856,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2203,4,W41709604474325-akK0O,Subabul Tree,Leucaena leucocephala,19.31362654,76.49851654,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2204,4,W41709604474750-akK0O,Subabul Tree,Leucaena leucocephala,19.31365976,76.49862316,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2205,4,W41709604475487-akK0O,Subabul Tree,Leucaena leucocephala,19.31366514,76.49849676,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2206,4,W41709604484853-akK0O,Subabul Tree,Leucaena leucocephala,19.31361104,76.49841059,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2207,4,W41709604491616-akK0O,Subabul Tree,Leucaena leucocephala,19.31351959,76.49826843,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2208,4,W41709604497119-akK0O,Subabul Tree,Leucaena leucocephala,19.31405749,76.49812125,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2209,4,W41709604497902-akK0O,Subabul Tree,Leucaena leucocephala,19.31409387,76.49820104,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2210,4,W41709604498474-akK0O,Subabul Tree,Leucaena leucocephala,19.31414292,76.49817355,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2211,4,W41709604499937-akK0O,Subabul Tree,Leucaena leucocephala,19.31417203,76.49826474,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2212,4,W41709604500411-akK0O,Subabul Tree,Leucaena leucocephala,19.31419797,76.49818461,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2213,4,W41709604502353-akK0O,Subabul Tree,Leucaena leucocephala,19.31398218,76.49838243,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2214,4,W41709604504869-akK0O,Subabul Tree,Leucaena leucocephala,19.31440617,76.49783492,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2215,4,W41709604505439-akK0O,Subabul Tree,Leucaena leucocephala,19.31430333,76.4978651,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2216,4,W41709604506806-akK0O,Subabul Tree,Leucaena leucocephala,19.3142081,76.49760123,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2217,4,W41709604508243-akK0O,Subabul Tree,Leucaena leucocephala,19.31426094,76.49748825,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2218,4,W41709604516914-akK0O,Subabul Tree,Leucaena leucocephala,19.3129567,76.49825569,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2219,4,W41709604526525-akK0O,Karanja Tree,Milletia Pinnata,19.31254316,76.49825368,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2220,4,W41709604527389-akK0O,Karanja Tree,Milletia Pinnata,19.31269693,76.49819098,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2221,4,W41709604532398-akK0O,Karanja Tree,Milletia Pinnata,19.31292633,76.49853967,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2222,4,W41709604532956-akK0O,Karanja Tree,Milletia Pinnata,19.31306428,76.49860136,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2223,4,W41709604533442-akK0O,Karanja Tree,Milletia Pinnata,19.31313358,76.49866674,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2224,4,W41709604534798-akK0O,Karanja Tree,Milletia Pinnata,19.31324875,76.49869826,57,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2225,4,W41709604538270-akK0O,Karanja Tree,Milletia Pinnata,19.31343037,76.49884745,54,31,10_50,24,Good,Ward 4,Akshay Hake,Good
2226,4,W41709604538681-akK0O,Karanja Tree,Milletia Pinnata,19.3134889,76.49877168,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2227,4,W41709604539023-akK0O,Karanja Tree,Milletia Pinnata,19.31356073,76.49868082,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2228,4,W41709604547215-akK0O,Tamarind Tree,Tamarindus indica,19.31360091,76.49870429,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2229,4,W41709604549580-akK0O,Tamarind Tree,Tamarindus indica,19.31336962,76.49890848,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2230,4,W41709604551523-akK0O,Tamarind Tree,Tamarindus indica,19.31327311,76.49866607,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2231,4,W41709604554640-akK0O,Tamarind Tree,Tamarindus indica,19.31311807,76.49862617,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2232,4,W41709604557239-akK0O,Tamarind Tree,Tamarindus indica,19.31347466,76.49839617,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2233,4,W41709604558587-akK0O,Tamarind Tree,Tamarindus indica,19.31325191,76.49837069,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2234,4,W41709604558947-akK0O,Tamarind Tree,Tamarindus indica,19.31319053,76.4983147,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2235,4,W41709604559356-akK0O,Tamarind Tree,Tamarindus indica,19.31329653,76.4982748,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2236,4,W41709604581287-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31360091,76.49905398,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2237,4,W41709604581612-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31365786,76.49905331,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2238,4,W41709604584859-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31372621,76.49915088,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2239,4,W41709604585353-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31375627,76.49911065,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2240,4,W41709604587392-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31385657,76.49923436,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2241,4,W41709604587959-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31389928,76.49925549,28,16,10_50,13,Good,Ward 4,Akshay Hake,Good
2242,4,W41709604588665-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31393029,76.49928633,26,15,10_50,12,Good,Ward 4,Akshay Hake,Good
2243,4,W41709604592771-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31400939,76.49942581,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2244,4,W41709604594280-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31391858,76.49956428,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2245,4,W41709604597984-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31393282,76.49906069,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2246,4,W41709604609274-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31263713,76.49776585,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2247,4,W41709604609636-akK0O,Nilgiri Tree,Eucalyptus globulus,19.3126501,76.49769679,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2248,4,W41709604610287-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31267478,76.497504,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2249,4,W41709604614107-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31350725,76.49696823,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2250,4,W41709604614808-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31324843,76.49695951,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2251,4,W41709604650610-akK0O,Indian-almond Tree,Terminalia catappa,19.31327786,76.49694543,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2252,4,W41709604654847-akK0O,Indian-almond Tree,Terminalia catappa,19.31263903,76.49653841,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2253,4,W41709604661221-akK0O,Indian-almond Tree,Terminalia catappa,19.31328166,76.49650119,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2254,4,W41709604664700-akK0O,Indian-almond Tree,Terminalia catappa,19.31306587,76.49651024,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2255,4,W41709604665415-akK0O,Indian-almond Tree,Terminalia catappa,19.31301208,76.49656523,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2256,4,W41709604721155-akK0O,Indian jujube Tree,Ziziphus mauritiana,19.31279597,76.4964214,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2257,4,W41709604736767-akK0O,Indian-almond Tree,Terminalia catappa,19.31251879,76.49679992,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2258,4,W41709604749736-akK0O,Shevri Tree,Sesbania sesban,19.31280768,76.49667621,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2259,4,W41709604750175-akK0O,Shevri Tree,Sesbania sesban,19.31274503,76.49673991,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2260,4,W41709604750566-akK0O,Shevri Tree,Sesbania sesban,19.31280989,76.49678215,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2261,4,W41709604751110-akK0O,Shevri Tree,Sesbania sesban,19.31284248,76.49676271,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2262,4,W41709604751842-akK0O,Shevri Tree,Sesbania sesban,19.31275325,76.49669096,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2263,4,W41709604752526-akK0O,Shevri Tree,Sesbania sesban,19.31259473,76.49668425,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2264,4,W41709604754518-akK0O,Shevri Tree,Sesbania sesban,19.31275199,76.49656523,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2265,4,W41709604755725-akK0O,Shevri Tree,Sesbania sesban,19.31262796,76.49637882,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2266,4,W41709604761595-akK0O,Shevri Tree,Sesbania sesban,19.31282255,76.49690889,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2267,4,W41709604762454-akK0O,Shevri Tree,Sesbania sesban,19.31259157,76.49688441,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2268,4,W41709604775948-akK0O,Tamarind Tree,Tamarindus indica,19.31243495,76.49669498,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2269,4,W41709604803638-akK0O,Tamarind Tree,Tamarindus indica,19.31259473,76.49738498,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2270,4,W41709604811323-akK0O,Indian-almond Tree,Terminalia catappa,19.31238685,76.49710637,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2271,4,W41709604820091-akK0O,Indian-almond Tree,Terminalia catappa,19.31250772,76.49694543,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2272,4,W41709604836521-akK0O,Tamarind Tree,Tamarindus indica,19.31198185,76.4974755,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2273,4,W41709604836911-akK0O,Tamarind Tree,Tamarindus indica,19.31201412,76.49752814,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2274,4,W41709604837302-akK0O,Tamarind Tree,Tamarindus indica,19.31204924,76.49749529,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2275,4,W41709604839559-akK0O,Tamarind Tree,Tamarindus indica,19.31200653,76.4975848,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2276,4,W41709604840957-akK0O,Tamarind Tree,Tamarindus indica,19.31202804,76.49762806,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2277,4,W41709604866888-akK0O,Mango Tree,Mangifera indica,19.31229351,76.49611428,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2278,4,W41709604882553-akK0O,Parijat Tree,Nyctanthes arbor-tristis,19.31224383,76.49609987,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2279,4,W41709604883208-akK0O,Parijat Tree,Nyctanthes arbor-tristis,19.31215809,76.4960945,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2280,4,W41709604883631-akK0O,Parijat Tree,Nyctanthes arbor-tristis,19.31209575,76.49610221,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2281,4,W41709604884531-akK0O,Parijat Tree,Nyctanthes arbor-tristis,19.31217074,76.496065,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2282,4,W41709604901107-akK0O,Tamarind Tree,Tamarindus indica,19.31206949,76.49637815,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2283,4,W41709604906145-akK0O,Tamarind Tree,Tamarindus indica,19.31198026,76.49616357,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2284,4,W41709604911269-akK0O,Tamarind Tree,Tamarindus indica,19.31198944,76.49619911,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2285,4,W41709604918300-akK0O,Tamarind Tree,Tamarindus indica,19.31209006,76.49635535,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2286,4,W41709604933091-akK0O,Indian-almond Tree,Terminalia catappa,19.31217834,76.49638854,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2287,4,W41709604933529-akK0O,Indian-almond Tree,Terminalia catappa,19.31220808,76.49641838,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2288,4,W41709604934035-akK0O,Indian-almond Tree,Terminalia catappa,19.31223624,76.49640933,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2289,4,W41709604934755-akK0O,Indian-almond Tree,Terminalia catappa,19.31220302,76.49636541,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2290,4,W41709604948630-akK0O,Subabul Tree,Leucaena leucocephala,19.31206,76.49646934,57,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2291,4,W41709604949930-akK0O,Subabul Tree,Leucaena leucocephala,19.31219479,76.49647973,54,31,10_50,24,Good,Ward 4,Akshay Hake,Good
2292,4,W41709604950468-akK0O,Subabul Tree,Leucaena leucocephala,19.31209322,76.49648275,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2293,4,W41709604951105-akK0O,Subabul Tree,Leucaena leucocephala,19.3121217,76.49648175,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2294,4,W41709604951678-akK0O,Subabul Tree,Leucaena leucocephala,19.31223434,76.49648141,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2295,4,W41709604952248-akK0O,Subabul Tree,Leucaena leucocephala,19.31227642,76.49649046,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2296,4,W41709604952636-akK0O,Subabul Tree,Leucaena leucocephala,19.31231946,76.49649046,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2297,4,W41709604953044-akK0O,Subabul Tree,Leucaena leucocephala,19.31230933,76.49654478,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2298,4,W41709604954762-akK0O,Subabul Tree,Leucaena leucocephala,19.31200115,76.49654713,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2299,4,W41709604955236-akK0O,Subabul Tree,Leucaena leucocephala,19.3121179,76.49655148,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2300,4,W41709604955606-akK0O,Subabul Tree,Leucaena leucocephala,19.3121777,76.49665374,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2301,4,W41709604969645-akK0O,Custard Apple Tree, Annona squamosa,19.31229572,76.49667788,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2302,4,W41709604971068-akK0O,Custard Apple Tree, Annona squamosa,19.31221852,76.49663195,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2303,4,W41709604971376-akK0O,Custard Apple Tree, Annona squamosa,19.31216853,76.49653975,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2304,4,W41709604971813-akK0O,Custard Apple Tree, Annona squamosa,19.31215366,76.49661284,57,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2305,4,W41709604972139-akK0O,Custard Apple Tree, Annona squamosa,19.31210208,76.49650991,54,31,10_50,24,Good,Ward 4,Akshay Hake,Good
2306,4,W41709604972514-akK0O,Custard Apple Tree, Annona squamosa,19.31203943,76.4965431,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2307,4,W41709604974459-akK0O,Custard Apple Tree, Annona squamosa,19.31219827,76.49668727,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2308,4,W41709604981966-akK0O,Neem Tree,Azadirachta indica,19.31222074,76.49669163,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2309,4,W41709604982568-akK0O,Neem Tree,Azadirachta indica,19.312247,76.49663731,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2310,4,W41709604983911-akK0O,Neem Tree,Azadirachta indica,19.31212486,76.49651393,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2311,4,W41709604984443-akK0O,Neem Tree,Azadirachta indica,19.31205272,76.49651662,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2312,4,W41709604986406-akK0O,Neem Tree,Azadirachta indica,19.31206538,76.49657261,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2313,4,W41709604988442-akK0O,Neem Tree,Azadirachta indica,19.31227041,76.4964281,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2314,4,W41709604989696-akK0O,Neem Tree,Azadirachta indica,19.31233243,76.4965203,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2315,4,W41709605002853-akK0O,Tamarind Tree,Tamarindus indica,19.31250962,76.49645191,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2316,4,W41709605003510-akK0O,Tamarind Tree,Tamarindus indica,19.3124438,76.49644352,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2317,4,W41709605004157-akK0O,Tamarind Tree,Tamarindus indica,19.31246469,76.49638318,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2318,4,W41709605004831-akK0O,Tamarind Tree,Tamarindus indica,19.31247386,76.49634294,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2319,4,W41709605005368-akK0O,Tamarind Tree,Tamarindus indica,19.31250804,76.49637043,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2320,4,W41709605009611-akK0O,Tamarind Tree,Tamarindus indica,19.3124726,76.49644822,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2321,4,W41709605083815-akK0O,Netted custard apple,Annona reticulata,19.31171321,76.49597716,50,29,2_5,22,Good,Ward 4,Akshay Hake,Good
2322,4,W41709605084549-akK0O,Netted custard apple,Annona reticulata,19.3117053,76.49601437,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2323,4,W41709605085281-akK0O,Netted custard apple,Annona reticulata,19.31169644,76.49605595,62,35,2_5,28,Good,Ward 4,Akshay Hake,Good
2324,4,W41709605086079-akK0O,Netted custard apple,Annona reticulata,19.31169486,76.49608377,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2325,4,W41709605096189-akK0O,Netted custard apple,Annona reticulata,19.31152526,76.4953113,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2326,4,W41709605096773-akK0O,Netted custard apple,Annona reticulata,19.3116667,76.4953522,52,30,2_5,23,Good,Ward 4,Akshay Hake,Good
2327,4,W41709605121273-akK0O,Curry Tree,Murraya koenigii,19.31119082,76.49603583,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2328,4,W41709605163645-akK0O,Neem Tree,Azadirachta indica,19.31092313,76.4957029,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2329,4,W41709605165713-akK0O,Neem Tree,Azadirachta indica,19.31096237,76.49583768,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2330,4,W41709605177432-akK0O,Indian-almond Tree,Terminalia catappa,19.31081081,76.49614111,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2331,4,W41709605337993-akK0O,Mango Tree,Mangifera indica,19.31063836,76.49605662,65,37,2_5,29,Good,Ward 4,Akshay Hake,Good
2332,4,W41709605350889-akK0O,Papaya Tree,Carica papaya,19.31069215,76.49592921,48,27,2_5,22,Good,Ward 4,Akshay Hake,Good
2333,4,W41709605351314-akK0O,Papaya Tree,Carica papaya,19.3107162,76.49593424,41,23,2_5,18,Good,Ward 4,Akshay Hake,Good
2334,4,W41709605351971-akK0O,Papaya Tree,Carica papaya,19.31075259,76.49594598,49,28,2_5,22,Good,Ward 4,Akshay Hake,Good
2335,4,W41709605352441-akK0O,Papaya Tree,Carica papaya,19.31076239,76.49598185,51,29,2_5,23,Good,Ward 4,Akshay Hake,Good
2336,4,W41709605369581-akK0O,Coconut Tree,Cocos nucifera,19.31053837,76.49603784,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2337,4,W41709605382776-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31038649,76.49599895,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2338,4,W41709605387116-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31046433,76.49599258,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2339,4,W41709605387487-akK0O,Gum Arabic Tree,Vachellia nilotica,19.31048174,76.49603449,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2340,4,W41709605398409-akK0O,Subabul Tree,Leucaena leucocephala,19.31026056,76.4959899,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2341,4,W41709605400921-akK0O,Subabul Tree,Leucaena leucocephala,19.31018589,76.49610154,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2342,4,W41709605402291-akK0O,Subabul Tree,Leucaena leucocephala,19.3102093,76.49612267,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2343,4,W41709605419053-akK0O,Neem Tree,Azadirachta indica,19.31015172,76.49597179,54,31,10_50,24,Good,Ward 4,Akshay Hake,Good
2344,4,W41709605419413-akK0O,Neem Tree,Azadirachta indica,19.31008084,76.49602711,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2345,4,W41709605419834-akK0O,Neem Tree,Azadirachta indica,19.31003274,76.49598788,74,42,10_50,33,Good,Ward 4,Akshay Hake,Good
2346,4,W41709605434822-akK0O,Indian-almond Tree,Terminalia catappa,19.30993054,76.49610154,72,41,10_50,32,Good,Ward 4,Akshay Hake,Good
2347,4,W41709605442105-akK0O,Indian-almond Tree,Terminalia catappa,19.30925879,76.49619106,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2348,4,W41709605443474-akK0O,Indian-almond Tree,Terminalia catappa,19.30923126,76.4961867,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2349,4,W41709605478661-akK0O,Indian-almond Tree,Terminalia catappa,19.30956255,76.49602275,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2350,4,W41709605479001-akK0O,Indian-almond Tree,Terminalia catappa,19.3097369,76.49605863,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2351,4,W41709605496449-akK0O,Neem Tree,Azadirachta indica,19.31026468,76.49567541,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2352,4,W41709605506779-akK0O,Neem Tree,Azadirachta indica,19.30996471,76.49560735,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2353,4,W41709605519367-akK0O,saptaparni tree,Alstonia scholaris,19.30975999,76.49563082,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2354,4,W41709605529579-akK0O,saptaparni tree,Alstonia scholaris,19.30928031,76.49559058,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2355,4,W41709605551083-akK0O,Neem Tree,Azadirachta indica,19.3095885,76.49557885,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2356,4,W41709605551739-akK0O,Neem Tree,Azadirachta indica,19.30962362,76.49558455,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2357,4,W41709605553371-akK0O,Neem Tree,Azadirachta indica,19.30949832,76.49555873,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2358,4,W41709605559754-akK0O,Coconut Tree,Cocos nucifera,19.30954293,76.49557147,59,34,10_50,26,Good,Ward 4,Akshay Hake,Good
2359,4,W41709605573042-akK0O,saptaparni tree,Alstonia scholaris,19.30995649,76.49566535,50,29,10_50,22,Good,Ward 4,Akshay Hake,Good
2360,4,W41709605589265-akK0O,Lemon Tree,Citrus Limon,19.3101919,76.49562981,58,33,2_5,26,Good,Ward 4,Akshay Hake,Good
2361,4,W41709605609898-akK0O,Subabul Tree,Leucaena leucocephala,19.31031499,76.4954548,65,37,10_50,29,Good,Ward 4,Akshay Hake,Good
2362,4,W41709605624030-akK0O,Chiku Tree ,Manilkara zapota,19.31031372,76.49548765,62,35,10_50,28,Good,Ward 4,Akshay Hake,Good
2363,4,W41709605632501-akK0O,Neem Tree,Azadirachta indica,19.31036941,76.49525564,45,26,10_50,20,Good,Ward 4,Akshay Hake,Good
2364,4,W41709605667201-akK0O,Neem Tree,Azadirachta indica,19.31011723,76.49528313,57,33,10_50,26,Good,Ward 4,Akshay Hake,Good
2365,4,W41709605670596-akK0O,Neem Tree,Azadirachta indica,19.31011754,76.49532706,54,31,10_50,24,Good,Ward 4,Akshay Hake,Good
2366,4,W41709605682320-akK0O,Coconut Tree,Cocos nucifera,19.30994636,76.49529219,52,30,10_50,23,Good,Ward 4,Akshay Hake,Good
2367,4,W41709605683149-akK0O,Coconut Tree,Cocos nucifera,19.30982707,76.49527274,53,30,10_50,24,Good,Ward 4,Akshay Hake,Good
2368,4,W41709605686410-akK0O,Coconut Tree,Cocos nucifera,19.31006755,76.4953227,47,27,10_50,21,Good,Ward 4,Akshay Hake,Good
2369,4,W41709605696947-akK0O,Neem Tree,Azadirachta indica,19.30974133,76.49525162,48,27,10_50,22,Good,Ward 4,Akshay Hake,Good
2370,4,W41709605700377-akK0O,Neem Tree,Azadirachta indica,19.3098391,76.49490193,41,23,10_50,18,Good,Ward 4,Akshay Hake,Good
2371,4,W41709605702184-akK0O,Neem Tree,Azadirachta indica,19.30990871,76.49475876,49,28,10_50,22,Good,Ward 4,Akshay Hake,Good
2372,4,W41709605704194-akK0O,Neem Tree,Azadirachta indica,19.31013305,76.49476714,51,29,10_50,23,Good,Ward 4,Akshay Hake,Good
2373,4,W41709605706152-akK0O,Neem Tree,Azadirachta indica,19.31001819,76.49460923,58,33,10_50,26,Good,Ward 4,Akshay Hake,Good
